ISO,Country,Region,Variable,LGA,LGH,LGT,MXA,MXH,MXT,URB,OTHER,WTD-AV,Scenario
MYS,Malaysia,SEA,meat_loss,  ,93,3,  ,"3,405",16,459,"8,556","12,532",2085_SSP585
NAM,Namibia,SSA,meat_loss,"30,745",  ,  ,"20,524",  ,  ,"1,945",528,"53,741",2085_SSP585
NER,Niger,SSA,meat_loss,"133,776",  ,  ,"102,385",  ,  ,630,280,"237,071",2085_SSP585
NGA,Nigeria,SSA,meat_loss,"12,710","5,811",  ,"544,388","83,203","10,605","1,336","4,629","662,682",2085_SSP585
NIC,Nicaragua,CAM,meat_loss,34,278,  ,"2,805","47,500","2,331","1,783","42,922","97,654",2085_SSP585
NLD,Netherlands,EUR,meat_loss,  ,  ,"1,150",  ,  ,"25,556","7,751","1,142","35,599",2085_SSP585
NOR,Norway,EUR,meat_loss,5,  ,"3,316",  ,  ,"1,127",862,"4,534","9,845",2085_SSP585
NPL,Nepal,SA,meat_loss,265,  ,647,"66,003","84,808","30,108","16,415","104,900","303,146",2085_SSP585
NZL,New Zealand,EAP,meat_loss,"1,535","17,591","2,219","1,713","22,801",212,"60,518","21,386","127,976",2085_SSP585
OMN,Oman,WANA,meat_loss,"9,286",  ,  ,172,  ,  ,307,  ,"9,765",2085_SSP585
PAK,Pakistan,SA,meat_loss,"108,798",  ,  ,"833,722",81,"52,427","89,651","68,793","1,153,472",2085_SSP585
PAN,Panama,CAM,meat_loss,  ,234,  ,  ,"9,671",670,"1,844","18,892","31,311",2085_SSP585
PER,Peru,SAM,meat_loss,"9,219","1,540","13,632","6,798","5,358","16,909","1,425","31,399","86,280",2085_SSP585
PHL,Philippines,SEA,meat_loss,  ,  ,  ,69,"91,701",569,"3,572","36,163","132,074",2085_SSP585
PNG,Papua New Guinea,EAP,meat_loss,  ,7,45,  ,467,235,13,"2,798","3,565",2085_SSP585
POL,Poland,EUR,meat_loss,  ,  ,932,  ,  ,"44,047","3,691","11,521","60,191",2085_SSP585
PRT,Portugal,EUR,meat_loss,"3,447","1,387",  ,"20,551","15,808",558,"7,392","21,094","70,237",2085_SSP585
PRY,Paraguay,SAM,meat_loss,"5,874","64,070",  ,"6,333","95,759",  ,"3,287","129,637","304,960",2085_SSP585
PSE,Palestine,WANA,meat_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2085_SSP585
QAT,Qatar,WANA,meat_loss,68,  ,  ,7,  ,  ,  ,  ,75,2085_SSP585
ROU,Romania,EUR,meat_loss,  ,  ,11,  ,  ,"51,962","3,845","13,816","69,634",2085_SSP585
RUS,Russia,EUR,meat_loss,147,  ,"47,723",128,  ,"255,305","13,098","86,750","403,152",2085_SSP585
RWA,Rwanda,SSA,meat_loss,  ,  ,  ,  ,"10,636","7,169",137,773,"18,716",2085_SSP585
SAU,Saudi Arabia,WANA,meat_loss,"7,848",  ,  ,905,  ,  ,289,  ,"9,042",2085_SSP585
SDN,Sudan,WANA,meat_loss,"132,953","17,579",65,"201,540","2,178",291,"1,509","2,502","358,619",2085_SSP585
SEN,Senegal,SSA,meat_loss,"17,555",  ,  ,"75,853",  ,  ,"1,440",556,"95,404",2085_SSP585
SLE,Sierra Leone,SSA,meat_loss,  ,211,  ,  ,"6,412",  ,102,785,"7,510",2085_SSP585
SLV,El Salvador,CAM,meat_loss,  ,23,  ,  ,"24,951","1,272","7,723","14,058","48,027",2085_SSP585
SOM,Somalia,SSA,meat_loss,"16,854",  ,33,"3,370",  ,  ,7,438,"20,702",2085_SSP585
SRB,Serbia,EUR,meat_loss,  ,  ,238,679,  ,"32,999","2,513","7,122","43,551",2085_SSP585
SUR,Suriname,SAM,meat_loss,  ,4,  ,  ,3,  ,  ,614,621,2085_SSP585
SVK,Slovakia,EUR,meat_loss,  ,  ,16,  ,  ,"2,586",485,"1,946","5,033",2085_SSP585
SVN,Slovenia,EUR,meat_loss,  ,9,34,  ,72,"1,691",855,"4,878","7,538",2085_SSP585
SWE,Sweden,EUR,meat_loss,  ,  ,72,  ,  ,"4,334","2,340","11,946","18,693",2085_SSP585
SWZ,Swaziland,SSA,meat_loss,  ,  ,  ,"2,785","3,359","3,989","1,483","10,079","21,694",2085_SSP585
SYR,Syria,WANA,meat_loss,"12,437",18,  ,"10,763","1,173",222,"1,778",476,"26,866",2085_SSP585
TCD,Chad,SSA,meat_loss,"75,483",19,  ,"61,724",  ,  ,159,102,"137,487",2085_SSP585
TGO,Togo,SSA,meat_loss,  ,74,  ,"2,050","2,107",  ,36,18,"4,284",2085_SSP585
THA,Thailand,SEA,meat_loss,277,"3,836",  ,"6,513","70,139",25,"4,944","25,943","111,677",2085_SSP585
TJK,Tajikistan,WANA,meat_loss,"1,659",  ,"1,096","18,897",  ,"8,944","2,452",209,"33,257",2085_SSP585
TKM,Turkmenistan,WANA,meat_loss,"14,770",  ,"14,090","2,988",  ,"10,796","1,127",56,"43,827",2085_SSP585
TTO,Trinidad & Tobago,CAM,meat_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2085_SSP585
TUN,Tunisia,WANA,meat_loss,"1,292",  ,  ,"14,536",987,  ,"3,844","2,677","23,336",2085_SSP585
TUR,Turkey,WANA,meat_loss,"9,888",  ,"3,597","142,006","9,753","34,772","17,436","33,027","250,479",2085_SSP585
TZA,Tanzania,SSA,meat_loss,"51,983","19,547","8,120","258,439","185,905","12,638","2,605","36,965","576,201",2085_SSP585
UGA,Uganda,SSA,meat_loss,"2,095","16,872",669,"5,022","155,009","33,112","2,645","45,817","261,241",2085_SSP585
UKR,Ukraine,EUR,meat_loss,  ,  ,"6,798",  ,  ,"203,917","7,174","18,867","236,755",2085_SSP585
URY,Uruguay,SAM,meat_loss,  ,"135,873",  ,  ,"105,688",  ,"6,827","20,958","269,346",2085_SSP585
USA,USA,NAM,meat_loss,"148,649","67,172","192,741","320,625","146,511","713,821","199,406","401,750","2,190,674",2085_SSP585
UZB,Uzbekistan,WANA,meat_loss,"11,496",  ,"29,790","36,910",  ,"89,391","18,336",507,"186,431",2085_SSP585
VEN,Venezuela,SAM,meat_loss,"2,735","30,323","10,540","5,762","68,359","15,618","25,670","46,726","205,733",2085_SSP585
VNM,Viet Nam,SEA,meat_loss,  ,"3,221",41,  ,"134,430","1,188","2,522","41,213","182,615",2085_SSP585
YEM,Yemen,WANA,meat_loss,"21,959",  ,  ,"19,230",  ,  ,760,1,"41,950",2085_SSP585
ZAF,South Africa,SSA,meat_loss,"106,645","12,135","57,848","171,809","52,599","120,077","41,003","35,102","597,220",2085_SSP585
ZMB,Zambia,SSA,meat_loss,"38,664",479,824,"14,056",7,35,936,"16,552","71,552",2085_SSP585
ZWE,Zimbabwe,SSA,meat_loss,"29,950",  ,89,"68,894",317,"9,035","4,121","14,385","126,792",2085_SSP585
AFG,Afghanistan,SA,milk_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2045_SSP126
AGO,Angola,SSA,milk_loss," 2,095 ", 325 , 124 , 551 , 32 , 71 , 7 , 275 ," 3,481 ",2045_SSP126
ALB,Albania,EUR,milk_loss, 295 , 420 , 104 , 337 ," 3,854 ", 362 , 511 , 704 ," 6,586 ",2045_SSP126
ARE,UAE,WANA,milk_loss, 77 ,  ,  , 14 ,  ,  , 50 ,  , 141 ,2045_SSP126
ARG,Argentina,SAM,milk_loss," 4,683 "," 5,843 ", 69 ," 1,184 "," 10,628 ", 1 , 699 ," 6,312 "," 29,421 ",2045_SSP126
ARM,Armenia,WANA,milk_loss, 192 ,  , 241 , 879 ,  ," 1,579 ", 185 , 122 ," 3,196 ",2045_SSP126
AUS,Australia,EAP,milk_loss," 19,044 "," 2,978 ", 52 ," 2,740 ", 977 , 69 , 742 ," 3,460 "," 30,061 ",2045_SSP126
AUT,Austria,EUR,milk_loss,  ,  ,  , 8 ,  ," 1,270 ", 507 ," 2,653 "," 4,439 ",2045_SSP126
AZE,Azerbaijan,WANA,milk_loss, 348 ,  , 218 ," 5,002 ", 21 ," 11,052 "," 1,446 ", 797 ," 18,883 ",2045_SSP126
BDI,Burundi,SSA,milk_loss,  ,  ,  ,  , 86 , 165 , 4 , 17 , 271 ,2045_SSP126
BEL,Belgium,EUR,milk_loss,  ,  ,  ,  ,  ," 1,883 "," 1,126 ", 480 ," 3,488 ",2045_SSP126
BEN,Benin,SSA,milk_loss, 489 , 142 ,  , 428 , 61 ,  , 4 , 4 ," 1,126 ",2045_SSP126
BFA,Burkina Faso,SSA,milk_loss, 672 , 69 ,  ," 6,407 ", 47 ,  , 106 , 20 ," 7,320 ",2045_SSP126
BGD,Bangladesh,SA,milk_loss,  , 23 ,  ,  ," 22,785 ",  ," 1,743 ", 155 ," 24,706 ",2045_SSP126
BGR,Bulgaria,EUR,milk_loss,  ,  ,  , 209 ,  ," 3,520 ", 188 ," 1,103 "," 5,021 ",2045_SSP126
BIH,Bosnia & Herzogovina,EUR,milk_loss, 5 , 27 , 12 , 157 , 143 ," 1,306 ", 43 , 595 ," 2,288 ",2045_SSP126
BLR,Belarus,EUR,milk_loss,  ,  , 876 ,  ,  ," 10,036 ", 495 ," 5,403 "," 16,810 ",2045_SSP126
BLZ,Belize,CAM,milk_loss,  , 1 ,  ,  , 10 ,  , 1 , 38 , 51 ,2045_SSP126
BOL,Bolivia,SAM,milk_loss, 86 , 684 , 84 , 59 , 140 , 13 , 14 ," 1,752 "," 2,832 ",2045_SSP126
BRA,Brazil,SAM,milk_loss," 8,757 "," 74,877 ", 752 ," 12,490 "," 276,243 "," 1,940 "," 13,998 "," 60,968 "," 450,024 ",2045_SSP126
BRN,Brunei Darussalam,SEA,milk_loss,  ,  ,  ,  ,  ,  ,  , 2 , 2 ,2045_SSP126
BTN,Bhutan,SA,milk_loss, 2 , 2 , 15 , 7 , 365 , 347 , 23 , 215 , 976 ,2045_SSP126
BWA,Botswana,SSA,milk_loss," 2,694 ",  ,  , 704 ,  ,  , 45 , 5 ," 3,448 ",2045_SSP126
CAF,Central African Rep,SSA,milk_loss, 367 ," 2,326 ",  , 5 , 198 ,  , 18 ," 3,071 "," 5,985 ",2045_SSP126
CAN,Canada,NAM,milk_loss,  ,  ,  ,  ,  ," 6,461 ", 599 ," 2,601 "," 9,661 ",2045_SSP126
CHE,Switzerland,EUR,milk_loss, 25 , 115 , 971 ,  ,  , 321 , 965 ," 2,716 "," 5,113 ",2045_SSP126
CHL,Chile,SAM,milk_loss, 460 , 279 , 99 , 771 ," 1,484 ", 6 , 125 ," 1,097 "," 4,320 ",2045_SSP126
CHN,China,EAP,milk_loss, 164 , 57 ," 3,258 "," 3,056 "," 34,828 "," 114,879 "," 14,330 "," 44,113 "," 214,685 ",2045_SSP126
CIV,Cote d'Ivoire,SSA,milk_loss, 80 ," 1,111 ",  , 145 , 515 ,  , 8 , 10 ," 1,867 ",2045_SSP126
CMR,Cameroon,SSA,milk_loss, 119 ," 2,067 ", 71 , 841 , 315 , 230 , 61 ," 1,296 "," 5,000 ",2045_SSP126
COD,Dem Rep of Congo,SSA,milk_loss, 2 , 24 ,  ,  , 33 , 1 ,  , 90 , 151 ,2045_SSP126
COG,Congo,SSA,milk_loss,  , 21 ,  ,  , 2 ,  ,  , 19 , 42 ,2045_SSP126
COL,Colombia,SAM,milk_loss, 280 ," 12,712 "," 1,775 ", 170 ," 39,715 "," 9,915 "," 2,668 "," 16,996 "," 84,232 ",2045_SSP126
CRI,Costa Rica,CAM,milk_loss,  ,  ,  ,  ," 2,310 ", 13 , 430 ," 5,644 "," 8,396 ",2045_SSP126
CUB,Cuba,CAM,milk_loss,  , 103 ,  ,  ," 3,962 ",  , 287 , 701 ," 5,052 ",2045_SSP126
CYP,Cyprus,WANA,milk_loss,  ,  ,  , 620 ,  ,  , 199 , 212 ," 1,030 ",2045_SSP126
CZE,Czech Republic,EUR,milk_loss,  ,  ,  ,  ,  , 938 , 190 , 674 ," 1,802 ",2045_SSP126
DEU,Germany,EUR,milk_loss,  ,  ,  , 16 ,  ," 22,138 "," 3,817 "," 7,216 "," 33,186 ",2045_SSP126
DJI,Djibouti,SSA,milk_loss, 256 ,  ,  , 8 ,  ,  , 1 , 3 , 267 ,2045_SSP126
DNK,Denmark,EUR,milk_loss,  ,  ,  , 2 ,  ," 3,917 ", 882 , 158 ," 4,959 ",2045_SSP126
DMA,Dominica,CAM,milk_loss,  , 27 ,  , 115 ," 4,744 ", 268 , 429 , 701 ," 6,284 ",2045_SSP126
DZA,Algeria,WANA,milk_loss," 1,045 ",  ,  ," 5,565 ", 728 , 157 ," 1,722 "," 2,993 "," 12,209 ",2045_SSP126
ECU,Ecuador,SAM,milk_loss, 287 , 932 , 57 ," 2,120 "," 3,965 "," 2,534 ", 596 ," 1,549 "," 12,039 ",2045_SSP126
EGY,Egypt,WANA,milk_loss," 19,246 ",  ,  ," 26,786 ",  ,  ," 14,909 ",  ," 60,940 ",2045_SSP126
ERI,Eritrea,SSA,milk_loss," 3,810 ",  ,  ," 5,274 ",  ,  , 26 , 22 ," 9,133 ",2045_SSP126
ESP,Spain,EUR,milk_loss,  ,  ,  ," 9,962 "," 2,019 ", 173 ," 2,600 "," 6,133 "," 20,887 ",2045_SSP126
EST,Estonia,EUR,milk_loss,  ,  ,  ,  ,  , 650 , 45 , 385 ," 1,080 ",2045_SSP126
ETH,Ethiopia,SSA,milk_loss," 5,356 ", 281 , 230 ," 9,196 "," 2,042 "," 10,511 ", 199 ," 1,778 "," 29,592 ",2045_SSP126
FIN,Finland,EUR,milk_loss,  ,  ,  ,  ,  , 535 , 214 ," 2,133 "," 2,881 ",2045_SSP126
FRA,France,EUR,milk_loss,  ,  ,  ," 2,295 "," 8,229 "," 9,478 "," 2,454 "," 3,486 "," 25,942 ",2045_SSP126
GAB,Gabon,SSA,milk_loss,  , 43 ,  ,  , 7 ,  , 1 , 90 , 141 ,2045_SSP126
GBR,UK,EUR,milk_loss,  ,  ,  , 10 ," 1,275 "," 8,243 "," 2,235 ", 298 ," 12,060 ",2045_SSP126
GEO,Georgia,WANA,milk_loss, 413 ,  , 228 , 845 ," 1,594 "," 2,203 ", 558 ," 1,784 "," 7,625 ",2045_SSP126
GHA,Ghana,SSA,milk_loss, 116 , 266 ,  , 334 , 379 ,  , 12 , 13 ," 1,121 ",2045_SSP126
GIN,Guinea,SSA,milk_loss," 1,892 ", 931 ,  , 945 ," 3,786 ",  , 68 , 84 ," 7,707 ",2045_SSP126
GMB,Gambia,SSA,milk_loss, 16 ,  ,  , 374 ,  ,  , 25 , 41 , 457 ,2045_SSP126
GNB,Guinea-Bissau,SSA,milk_loss, 315 ,  ,  , 356 ,  ,  ,  , 131 , 802 ,2045_SSP126
GNQ,Equatorial Guinea,SSA,milk_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2045_SSP126
GRC,Greece,EUR,milk_loss,  ,  ,  ," 2,659 ", 234 ," 1,688 ", 888 ," 1,091 "," 6,561 ",2045_SSP126
GTM,Guatemala,CAM,milk_loss,  ,  , 1 , 311 ," 4,475 ", 174 , 356 ," 2,796 "," 8,113 ",2045_SSP126
GUY,Guyana,SAM,milk_loss,  , 33 ,  ,  , 18 ,  ,  , 433 , 485 ,2045_SSP126
HND,Honduras,CAM,milk_loss, 22 , 63 , 32 , 179 ," 3,073 ", 467 , 202 ," 4,159 "," 8,197 ",2045_SSP126
HRV,Croatia,EUR,milk_loss, 3 , 21 , 3 , 30 , 111 ," 1,268 ", 218 , 827 ," 2,481 ",2045_SSP126
HTI,Haiti,CAM,milk_loss, 4 , 32 , 41 , 142 ," 3,235 ", 252 , 16 , 210 ," 3,931 ",2045_SSP126
HUN,Hungary,EUR,milk_loss,  ,  ,  ,  ,  ," 1,623 ", 170 , 190 ," 1,982 ",2045_SSP126
IDN,Indonesia,SEA,milk_loss, 1 , 32 , 1 , 11 ," 1,993 ", 182 , 152 ," 1,263 "," 3,634 ",2045_SSP126
IND,India,SA,milk_loss," 2,341 ", 673 , 87 ," 318,315 "," 68,450 "," 3,968 "," 30,451 "," 70,564 "," 494,849 ",2045_SSP126
IRL,Ireland,EUR,milk_loss,  ,  ,  ,  ," 4,095 "," 1,510 ", 360 , 149 ," 6,114 ",2045_SSP126
IRN,Iran,SA,milk_loss," 9,732 ",  , 131 ," 14,074 ", 372 , 865 ," 2,651 "," 2,267 "," 30,091 ",2045_SSP126
IRQ,Iraq,WANA,milk_loss, 831 ,  ,  ," 2,742 ",  , 294 , 229 , 3 ," 4,099 ",2045_SSP126
ISL,Iceland,EUR,milk_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2045_SSP126
ISR,Israel,WANA,milk_loss, 371 ,  ,  ," 1,466 ",  ,  , 906 , 2 ," 2,746 ",2045_SSP126
ITA,Italy,EUR,milk_loss,  ,  ,  ," 8,311 "," 4,376 "," 29,394 "," 11,909 "," 7,336 "," 61,326 ",2045_SSP126
JAM,Jamaica,CAM,milk_loss,  ,  ,  ,  , 226 , 4 , 41 , 35 , 307 ,2045_SSP126
JOR,Jordan,WANA,milk_loss, 373 ,  ,  , 199 ,  ,  , 52 ,  , 624 ,2045_SSP126
JPN,Japan,EAP,milk_loss,  ,  , 26 , 19 ," 1,978 "," 3,290 "," 6,140 "," 11,897 "," 23,350 ",2045_SSP126
KAZ,Kazakhstan,WANA,milk_loss,  ,  ," 18,799 ",  ,  ," 6,573 ", 111 , 265 ," 25,748 ",2045_SSP126
KEN,Kenya,SSA,milk_loss," 14,686 ", 980 ," 1,021 "," 11,387 "," 16,987 "," 10,464 ", 449 ," 6,712 "," 62,686 ",2045_SSP126
KGZ,Kyrgyzstan,WANA,milk_loss, 62 ,  ," 1,549 ", 152 ,  ," 1,646 ", 68 , 59 ," 3,535 ",2045_SSP126
KHM,Cambodia,SEA,milk_loss,  , 77 ,  ,  , 526 ,  , 3 , 201 , 807 ,2045_SSP126
KOR,South Korea,SEA,milk_loss,  ,  ,  ,  , 16 ," 4,029 "," 1,775 "," 3,105 "," 8,926 ",2045_SSP126
KWT,Kuwait,WANA,milk_loss, 70 ,  ,  ,  ,  ,  , 6 ,  , 75 ,2045_SSP126
LAO,Laos,SEA,milk_loss,  , 161 , 1 , 1 , 196 ,  , 3 , 124 , 486 ,2045_SSP126
LBN,Lebanon,WANA,milk_loss, 79 ,  , 35 , 222 , 44 , 23 , 124 , 18 , 547 ,2045_SSP126
LBR,Liberia,SSA,milk_loss,  ,  ,  ,  , 63 ,  ,  , 28 , 91 ,2045_SSP126
LBY,Libya,WANA,milk_loss," 1,388 ",  ,  , 182 ,  ,  , 218 , 145 ," 1,933 ",2045_SSP126
LKA,Sri Lanka,SA,milk_loss,  ,  ,  ,  , 526 , 14 , 40 , 493 ," 1,072 ",2045_SSP126
LSO,Lesotho,SSA,milk_loss,  ,  , 102 , 23 ,  , 356 , 10 ,  , 491 ,2045_SSP126
LTU,Lithuania,EUR,milk_loss,  ,  ,  ,  ,  ," 2,828 ", 231 , 748 ," 3,807 ",2045_SSP126
LUX,Luxembourg,EUR,milk_loss,  ,  ,  ,  ,  , 174 , 42 , 84 , 300 ,2045_SSP126
LVA,Latvia,EUR,milk_loss,  ,  ,  ,  ,  ," 1,127 ", 59 , 506 ," 1,692 ",2045_SSP126
MAR,Morocco,WANA,milk_loss," 1,081 ",  , 35 ," 15,572 ", 237 ," 1,358 "," 2,291 "," 2,062 "," 22,635 ",2045_SSP126
MDG,Madagascar,SSA,milk_loss," 8,271 "," 1,502 ", 132 ," 3,010 "," 2,512 ", 216 , 128 ," 3,461 "," 19,232 ",2045_SSP126
MEX,Mexico,CAM,milk_loss,  ,  ,  ," 10,311 "," 5,404 "," 2,051 "," 1,481 "," 10,010 "," 29,257 ",2045_SSP126
MKD,Macedonia,EUR,milk_loss, 46 ,  , 21 , 200 ,  , 228 , 126 , 234 , 855 ,2045_SSP126
MLI,Mali,SSA,milk_loss," 5,689 ",  ,  ," 7,425 ",  ,  , 71 , 54 ," 13,239 ",2045_SSP126
MMR,Myanmar,SEA,milk_loss, 14 ," 3,135 ", 338 ," 1,620 "," 7,118 ", 154 , 78 ," 8,025 "," 20,482 ",2045_SSP126
MNE,Montenegro,EUR,milk_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2045_SSP126
MNG,Mongolia,EAP,milk_loss,  ,  ," 1,612 ",  ,  , 432 , 18 , 131 ," 2,193 ",2045_SSP126
MOZ,Mozambique,SSA,milk_loss," 1,194 ", 77 ,  ," 1,338 ", 464 ,  , 125 ," 1,730 "," 4,929 ",2045_SSP126
MRT,Mauritania,SSA,milk_loss," 1,673 ",  ,  , 929 ,  ,  , 1 , 10 ," 2,613 ",2045_SSP126
MUS,Mauritius,SSA,milk_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2045_SSP126
MWI,Malawi,SSA,milk_loss, 49 , 60 , 1 , 636 , 126 , 24 , 29 , 174 ," 1,099 ",2045_SSP126
MYS,Malaysia,SEA,milk_loss,  , 7 ,  ,  , 377 , 2 , 43 , 690 ," 1,119 ",2045_SSP126
NAM,Namibia,SSA,milk_loss," 1,313 ",  ,  , 952 ,  ,  , 61 , 15 ," 2,341 ",2045_SSP126
NER,Niger,SSA,milk_loss," 6,512 ",  ,  ," 4,129 ",  ,  , 31 , 14 ," 10,687 ",2045_SSP126
NGA,Nigeria,SSA,milk_loss, 480 , 357 ,  ," 15,516 "," 3,638 ", 214 , 66 , 225 ," 20,496 ",2045_SSP126
NIC,Nicaragua,CAM,milk_loss, 4 , 46 ,  , 571 ," 7,887 ", 191 , 249 ," 5,974 "," 14,923 ",2045_SSP126
NLD,Netherlands,EUR,milk_loss,  ,  ,  ,  ,  ," 7,796 "," 2,279 ", 322 ," 10,397 ",2045_SSP126
NOR,Norway,EUR,milk_loss, 1 ,  , 552 ,  ,  , 166 , 158 , 829 ," 1,706 ",2045_SSP126
NPL,Nepal,SA,milk_loss, 7 ,  , 28 ," 2,690 "," 3,766 ", 870 , 682 ," 4,173 "," 12,216 ",2045_SSP126
NZL,New Zealand,EAP,milk_loss, 123 ," 1,497 ", 242 , 130 ," 1,991 ", 9 ," 5,648 "," 1,815 "," 11,456 ",2045_SSP126
OMN,Oman,WANA,milk_loss," 1,063 ",  ,  , 17 ,  ,  , 40 ,  ," 1,120 ",2045_SSP126
PAK,Pakistan,SA,milk_loss," 12,053 ",  ,  ," 65,912 ", 7 ," 3,682 "," 6,660 "," 4,700 "," 93,015 ",2045_SSP126
PAN,Panama,CAM,milk_loss,  , 18 ,  ,  , 956 , 43 , 106 , 884 ," 2,008 ",2045_SSP126
PER,Peru,SAM,milk_loss, 586 , 100 ," 1,083 ", 506 , 781 ," 1,263 ", 56 ," 3,265 "," 7,641 ",2045_SSP126
PHL,Philippines,SEA,milk_loss,  ,  ,  ,  , 59 ,  , 2 , 16 , 78 ,2045_SSP126
PNG,Papua New Guinea,EAP,milk_loss,  ,  ,  ,  , 2 ,  ,  , 6 , 9 ,2045_SSP126
POL,Poland,EUR,milk_loss,  ,  ,  ,  ,  ," 14,098 "," 1,054 "," 3,748 "," 18,900 ",2045_SSP126
PRT,Portugal,EUR,milk_loss,  ,  ,  ," 3,389 "," 2,480 ", 81 , 707 ," 3,349 "," 10,007 ",2045_SSP126
PRY,Paraguay,SAM,milk_loss, 101 ," 1,083 ",  , 122 ," 1,820 ",  , 32 ," 2,071 "," 5,228 ",2045_SSP126
PSE,Palestine,WANA,milk_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2045_SSP126
QAT,Qatar,WANA,milk_loss, 21 ,  ,  , 2 ,  ,  ,  ,  , 23 ,2045_SSP126
ROU,Romania,EUR,milk_loss,  ,  ,  ,  ,  ," 11,421 ", 797 ," 4,176 "," 16,395 ",2045_SSP126
RUS,Russia,EUR,milk_loss, 31 ,  ," 17,491 ", 28 ,  ," 49,382 "," 3,208 "," 20,466 "," 90,607 ",2045_SSP126
RWA,Rwanda,SSA,milk_loss,  ,  ,  ,  , 877 , 316 , 10 , 55 ," 1,257 ",2045_SSP126
SAU,Saudi Arabia,WANA,milk_loss, 890 ,  ,  , 111 ,  ,  , 42 ,  ," 1,044 ",2045_SSP126
SDN,Sudan,WANA,milk_loss," 57,327 "," 7,210 ", 23 ," 78,011 ", 878 , 92 , 648 ," 1,071 "," 145,259 ",2045_SSP126
SEN,Senegal,SSA,milk_loss," 1,072 ",  ,  ," 3,443 ",  ,  , 110 , 35 ," 4,659 ",2045_SSP126
SLE,Sierra Leone,SSA,milk_loss,  , 30 ,  ,  , 620 ,  , 9 , 65 , 724 ,2045_SSP126
SLV,El Salvador,CAM,milk_loss,  , 3 ,  ,  ," 2,640 ", 142 , 886 ," 1,420 "," 5,091 ",2045_SSP126
SOM,Somalia,SSA,milk_loss," 4,195 ",  , 4 , 786 ,  ,  , 2 , 131 ," 5,118 ",2045_SSP126
SRB,Serbia,EUR,milk_loss,  ,  , 47 , 104 ,  ," 5,207 ", 517 , 924 ," 6,800 ",2045_SSP126
SUR,Suriname,SAM,milk_loss,  ,  ,  ,  ,  ,  ,  , 48 , 49 ,2045_SSP126
SVK,Slovakia,EUR,milk_loss,  ,  ,  ,  ,  , 367 , 101 , 396 , 864 ,2045_SSP126
SVN,Slovenia,EUR,milk_loss,  ,  ,  ,  , 9 , 161 , 103 , 518 , 791 ,2045_SSP126
SWE,Sweden,EUR,milk_loss,  ,  ,  ,  ,  , 930 , 483 ," 2,306 "," 3,719 ",2045_SSP126
SWZ,Swaziland,SSA,milk_loss,  ,  ,  , 218 , 152 , 139 , 73 , 514 ," 1,096 ",2045_SSP126
SYR,Syria,WANA,milk_loss," 3,295 ", 5 ,  ," 2,598 ", 299 , 59 , 530 , 144 ," 6,931 ",2045_SSP126
TCD,Chad,SSA,milk_loss," 3,059 ", 1 ,  ," 3,464 ",  ,  , 9 , 5 ," 6,538 ",2045_SSP126
TGO,Togo,SSA,milk_loss,  , 6 ,  , 104 , 143 ,  , 3 , 1 , 257 ,2045_SSP126
THA,Thailand,SEA,milk_loss, 8 , 73 ,  , 131 ," 1,874 ", 1 , 103 , 455 ," 2,645 ",2045_SSP126
TJK,Tajikistan,WANA,milk_loss, 309 ,  , 324 ," 3,859 ",  ," 1,895 ", 644 , 41 ," 7,072 ",2045_SSP126
TKM,Turkmenistan,WANA,milk_loss," 3,453 ",  ," 5,295 ", 859 ,  ," 3,377 ", 405 , 21 ," 13,410 ",2045_SSP126
TTO,Trinidad & Tobago,CAM,milk_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2045_SSP126
TUN,Tunisia,WANA,milk_loss, 395 ,  ,  ," 4,839 ", 345 ,  ," 1,381 "," 1,005 "," 7,965 ",2045_SSP126
TUR,Turkey,WANA,milk_loss," 2,110 ",  , 567 ," 32,096 "," 2,264 "," 8,394 "," 4,944 "," 8,020 "," 58,395 ",2045_SSP126
TZA,Tanzania,SSA,milk_loss," 12,274 "," 3,935 "," 1,120 "," 51,512 "," 40,090 "," 1,077 ", 511 ," 6,533 "," 117,052 ",2045_SSP126
UGA,Uganda,SSA,milk_loss, 837 ," 6,365 ", 202 ," 1,813 "," 51,391 "," 5,804 ", 850 ," 14,464 "," 81,725 ",2045_SSP126
UKR,Ukraine,EUR,milk_loss,  ,  ," 1,917 ",  ,  ," 40,784 "," 1,886 "," 4,922 "," 49,508 ",2045_SSP126
URY,Uruguay,SAM,milk_loss,  ," 6,323 ",  ,  ," 5,525 ",  , 244 , 917 ," 13,010 ",2045_SSP126
USA,USA,NAM,milk_loss,  ,  ,  ," 50,925 "," 17,084 "," 69,594 "," 14,111 "," 44,386 "," 196,100 ",2045_SSP126
UZB,Uzbekistan,WANA,milk_loss," 2,052 ",  ," 9,981 "," 7,460 ",  ," 17,634 "," 4,520 ", 164 ," 41,811 ",2045_SSP126
