ISO,Country,Region,Variable,LGA,LGH,LGT,MXA,MXH,MXT,URB,OTHER,WTD-AV,Scenario
JAM,Jamaica,CAM,milk_loss,  ,  ,  ,  , 485 , 8 , 78 , 55 , 626 ,2085_SSP585
JOR,Jordan,WANA,milk_loss, 837 ,  ,  , 394 ,  ,  , 104 ,  ," 1,335 ",2085_SSP585
JPN,Japan,EAP,milk_loss,  ,  , 85 , 42 ," 4,639 "," 8,920 "," 14,705 "," 31,727 "," 60,117 ",2085_SSP585
KAZ,Kazakhstan,WANA,milk_loss,  ,  ," 50,392 ",  ,  ," 20,404 ", 352 , 760 ," 71,909 ",2085_SSP585
KEN,Kenya,SSA,milk_loss," 30,649 "," 2,466 "," 5,240 "," 36,266 "," 51,781 "," 46,043 "," 2,886 "," 12,567 "," 187,897 ",2085_SSP585
KGZ,Kyrgyzstan,WANA,milk_loss, 174 ,  ," 5,003 ", 501 ,  ," 6,472 ", 198 , 174 ," 12,522 ",2085_SSP585
KHM,Cambodia,SEA,milk_loss,  , 109 ,  ,  , 672 ,  , 4 , 281 ," 1,065 ",2085_SSP585
KOR,South Korea,SEA,milk_loss,  ,  ,  ,  , 39 ," 9,444 "," 4,340 "," 7,763 "," 21,587 ",2085_SSP585
KWT,Kuwait,WANA,milk_loss, 129 ,  ,  ,  ,  ,  , 11 ,  , 140 ,2085_SSP585
LAO,Laos,SEA,milk_loss, 1 , 331 , 3 , 1 , 397 ,  , 6 , 259 , 997 ,2085_SSP585
LBN,Lebanon,WANA,milk_loss, 227 ,  , 101 , 563 , 127 , 120 , 356 , 51 ," 1,546 ",2085_SSP585
LBR,Liberia,SSA,milk_loss,  ,  ,  ,  , 118 ,  , 1 , 47 , 166 ,2085_SSP585
LBY,Libya,WANA,milk_loss," 3,124 ",  ,  , 423 ,  ,  , 551 , 338 ," 4,437 ",2085_SSP585
LKA,Sri Lanka,SA,milk_loss,  ,  ,  ,  , 860 , 29 , 85 ," 1,202 "," 2,176 ",2085_SSP585
LSO,Lesotho,SSA,milk_loss,  ,  , 283 , 105 ,  ," 1,679 ", 45 ,  ," 2,111 ",2085_SSP585
LTU,Lithuania,EUR,milk_loss,  ,  ,  ,  ,  ," 5,939 ", 474 ," 1,630 "," 8,042 ",2085_SSP585
LUX,Luxembourg,EUR,milk_loss,  ,  ,  ,  ,  , 487 , 118 , 235 , 841 ,2085_SSP585
LVA,Latvia,EUR,milk_loss,  ,  ,  ,  ,  ," 2,446 ", 129 ," 1,112 "," 3,687 ",2085_SSP585
MAR,Morocco,WANA,milk_loss," 3,039 ",  , 91 ," 40,191 ", 622 ," 4,044 "," 5,611 "," 5,728 "," 59,326 ",2085_SSP585
MDG,Madagascar,SSA,milk_loss," 23,526 "," 5,025 ", 746 ," 8,792 "," 8,144 "," 1,254 ", 302 ," 10,480 "," 58,269 ",2085_SSP585
MEX,Mexico,CAM,milk_loss,  ,  ,  ," 32,841 "," 13,015 "," 8,025 "," 4,190 "," 30,031 "," 88,102 ",2085_SSP585
MKD,Macedonia,EUR,milk_loss, 230 ,  , 111 , 927 ,  ," 1,135 ", 483 ," 1,301 "," 4,188 ",2085_SSP585
MLI,Mali,SSA,milk_loss," 14,473 ",  ,  ," 17,211 ",  ,  , 173 , 141 ," 31,998 ",2085_SSP585
MMR,Myanmar,SEA,milk_loss, 39 ," 9,193 "," 1,026 "," 5,369 "," 17,438 ", 586 , 105 ," 23,005 "," 56,762 ",2085_SSP585
MNE,Montenegro,EUR,milk_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2085_SSP585
MNG,Mongolia,EAP,milk_loss,  ,  ," 4,986 ",  ,  ," 1,171 ", 65 , 332 ," 6,554 ",2085_SSP585
MOZ,Mozambique,SSA,milk_loss," 3,506 ", 248 ,  ," 4,039 "," 1,285 ",  , 365 ," 4,804 "," 14,247 ",2085_SSP585
MRT,Mauritania,SSA,milk_loss," 4,368 ",  ,  ," 2,075 ",  ,  , 3 , 26 ," 6,473 ",2085_SSP585
MUS,Mauritius,SSA,milk_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2085_SSP585
MWI,Malawi,SSA,milk_loss, 144 , 166 , 5 ," 1,819 ", 351 , 94 , 90 , 563 ," 3,231 ",2085_SSP585
MYS,Malaysia,SEA,milk_loss,  , 13 ,  ,  , 572 , 3 , 63 ," 1,169 "," 1,819 ",2085_SSP585
NAM,Namibia,SSA,milk_loss," 3,773 ",  ,  ," 2,877 ",  ,  , 161 , 44 ," 6,856 ",2085_SSP585
NER,Niger,SSA,milk_loss," 15,681 ",  ,  ," 8,455 ",  ,  , 70 , 31 ," 24,237 ",2085_SSP585
NGA,Nigeria,SSA,milk_loss," 1,050 ", 754 ,  ," 31,179 "," 7,010 "," 1,057 ", 105 , 363 ," 41,517 ",2085_SSP585
NIC,Nicaragua,CAM,milk_loss, 10 , 108 ,  , 970 ," 16,805 ", 855 , 583 ," 14,033 "," 33,364 ",2085_SSP585
NLD,Netherlands,EUR,milk_loss,  ,  ,  ,  ,  ," 19,999 "," 5,282 ", 784 ," 26,066 ",2085_SSP585
NOR,Norway,EUR,milk_loss, 3 ,  ," 1,905 ",  ,  , 511 , 384 ," 2,200 "," 5,004 ",2085_SSP585
NPL,Nepal,SA,milk_loss, 36 ,  , 90 ," 8,071 "," 12,737 "," 3,805 "," 1,948 "," 12,449 "," 39,135 ",2085_SSP585
NZL,New Zealand,EAP,milk_loss, 999 ," 13,096 "," 1,615 "," 1,074 "," 16,679 ", 151 ," 52,715 "," 14,120 "," 100,449 ",2085_SSP585
OMN,Oman,WANA,milk_loss," 2,873 ",  ,  , 46 ,  ,  , 108 ,  ," 3,027 ",2085_SSP585
PAK,Pakistan,SA,milk_loss," 41,685 ",  ,  ," 225,786 ", 23 ," 14,301 "," 23,500 "," 18,032 "," 323,328 ",2085_SSP585
PAN,Panama,CAM,milk_loss,  , 32 ,  ,  ," 1,466 ", 89 , 220 ," 2,252 "," 4,059 ",2085_SSP585
PER,Peru,SAM,milk_loss," 2,822 ", 460 ," 4,899 "," 2,282 "," 1,878 "," 5,948 ", 366 ," 9,368 "," 28,022 ",2085_SSP585
PHL,Philippines,SEA,milk_loss,  ,  ,  ,  , 126 , 1 , 4 , 37 , 167 ,2085_SSP585
PNG,Papua New Guinea,EAP,milk_loss,  ,  ,  ,  , 4 , 2 ,  , 20 , 27 ,2085_SSP585
POL,Poland,EUR,milk_loss,  ,  ,  ,  ,  ," 33,364 "," 2,734 "," 8,584 "," 44,682 ",2085_SSP585
PRT,Portugal,EUR,milk_loss,  ,  ,  ," 8,584 "," 6,861 ", 223 ," 2,484 "," 9,202 "," 27,355 ",2085_SSP585
PRY,Paraguay,SAM,milk_loss, 247 ," 2,653 ",  , 282 ," 4,456 ",  , 106 ," 5,046 "," 12,792 ",2085_SSP585
PSE,Palestine,WANA,milk_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2085_SSP585
QAT,Qatar,WANA,milk_loss, 52 ,  ,  , 5 ,  ,  ,  ,  , 58 ,2085_SSP585
ROU,Romania,EUR,milk_loss,  ,  ,  ,  ,  ," 44,520 "," 3,340 "," 12,089 "," 59,950 ",2085_SSP585
RUS,Russia,EUR,milk_loss, 82 ,  ," 39,480 ", 81 ,  ," 137,897 "," 8,615 "," 57,056 "," 243,211 ",2085_SSP585
RWA,Rwanda,SSA,milk_loss,  ,  ,  ,  ," 4,797 "," 2,600 ", 63 , 355 ," 7,815 ",2085_SSP585
SAU,Saudi Arabia,WANA,milk_loss," 2,454 ",  ,  , 285 ,  ,  , 105 ,  ," 2,845 ",2085_SSP585
SDN,Sudan,WANA,milk_loss," 103,628 "," 11,261 ", 41 ," 140,950 "," 1,434 ", 163 ," 1,008 "," 1,671 "," 260,156 ",2085_SSP585
SEN,Senegal,SSA,milk_loss," 2,171 ",  ,  ," 6,930 ",  ,  , 178 , 69 ," 9,348 ",2085_SSP585
SLE,Sierra Leone,SSA,milk_loss,  , 51 ,  ,  ," 1,069 ",  , 16 , 122 ," 1,259 ",2085_SSP585
SLV,El Salvador,CAM,milk_loss,  , 7 ,  ,  ," 7,725 ", 382 ," 2,119 "," 3,857 "," 14,090 ",2085_SSP585
SOM,Somalia,SSA,milk_loss," 8,798 ",  , 14 ," 1,301 ",  ,  , 3 , 201 ," 10,317 ",2085_SSP585
SRB,Serbia,EUR,milk_loss,  ,  , 205 , 453 ,  ," 22,181 "," 1,920 "," 5,442 "," 30,200 ",2085_SSP585
SUR,Suriname,SAM,milk_loss,  , 1 ,  ,  ,  ,  ,  , 77 , 78 ,2085_SSP585
SVK,Slovakia,EUR,milk_loss,  ,  ,  ,  ,  ," 1,453 ", 273 ," 1,101 "," 2,827 ",2085_SSP585
SVN,Slovenia,EUR,milk_loss,  ,  ,  ,  , 33 , 702 , 345 ," 1,976 "," 3,056 ",2085_SSP585
SWE,Sweden,EUR,milk_loss,  ,  ,  ,  ,  ," 1,910 ", 993 ," 5,037 "," 7,940 ",2085_SSP585
SWZ,Swaziland,SSA,milk_loss,  ,  ,  ," 1,016 ", 730 , 879 , 354 ," 2,405 "," 5,384 ",2085_SSP585
SYR,Syria,WANA,milk_loss," 7,974 ", 11 ,  ," 6,130 ", 718 , 142 ," 1,239 ", 332 ," 16,545 ",2085_SSP585
TCD,Chad,SSA,milk_loss," 6,118 ", 2 ,  ," 6,535 ",  ,  , 17 , 11 ," 12,682 ",2085_SSP585
TGO,Togo,SSA,milk_loss,  , 13 ,  , 194 , 289 ,  , 5 , 2 , 503 ,2085_SSP585
THA,Thailand,SEA,milk_loss, 14 , 144 ,  , 266 ," 3,279 ", 1 , 185 , 972 ," 4,862 ",2085_SSP585
TJK,Tajikistan,WANA,milk_loss," 1,157 ",  ," 1,036 "," 14,650 ",  ," 6,058 "," 1,968 ", 168 ," 25,037 ",2085_SSP585
TKM,Turkmenistan,WANA,milk_loss," 9,970 ",  ," 13,131 "," 2,250 ",  ," 7,114 ", 879 , 43 ," 33,387 ",2085_SSP585
TTO,Trinidad & Tobago,CAM,milk_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2085_SSP585
TUN,Tunisia,WANA,milk_loss," 1,131 ",  ,  ," 12,592 ", 904 ,  ," 3,764 "," 2,621 "," 21,012 ",2085_SSP585
TUR,Turkey,WANA,milk_loss," 7,365 ",  ," 2,368 "," 97,167 "," 6,959 "," 25,743 "," 12,970 "," 25,490 "," 178,063 ",2085_SSP585
TZA,Tanzania,SSA,milk_loss," 40,836 "," 11,559 "," 4,673 "," 160,098 "," 113,036 "," 6,444 "," 1,609 "," 22,834 "," 361,088 ",2085_SSP585
UGA,Uganda,SSA,milk_loss," 1,942 "," 12,604 ", 487 ," 3,663 "," 118,760 "," 22,229 "," 2,051 "," 35,533 "," 197,269 ",2085_SSP585
UKR,Ukraine,EUR,milk_loss,  ,  ," 6,798 ",  ,  ," 150,804 "," 6,120 "," 16,095 "," 179,817 ",2085_SSP585
URY,Uruguay,SAM,milk_loss,  ," 20,902 ",  ,  ," 18,311 ",  , 823 ," 3,001 "," 43,037 ",2085_SSP585
USA,USA,NAM,milk_loss,  ,  ,  ," 140,042 "," 47,232 "," 289,514 "," 43,876 "," 139,499 "," 660,163 ",2085_SSP585
UZB,Uzbekistan,WANA,milk_loss," 6,452 ",  ," 24,428 "," 23,547 ",  ," 48,261 "," 12,215 ", 338 ," 115,240 ",2085_SSP585
VEN,Venezuela,SAM,milk_loss, 528 ," 6,096 "," 2,448 "," 1,232 "," 15,392 "," 3,405 "," 4,082 "," 8,770 "," 41,953 ",2085_SSP585
VNM,Viet Nam,SEA,milk_loss,  , 53 , 1 ,  ," 2,802 ", 22 , 41 , 674 ," 3,593 ",2085_SSP585
YEM,Yemen,WANA,milk_loss," 5,652 ",  ,  ," 4,215 ",  ,  , 223 ,  ," 10,091 ",2085_SSP585
ZAF,South Africa,SSA,milk_loss," 8,178 ", 856 ," 4,105 "," 7,380 "," 2,633 "," 8,147 "," 2,492 "," 1,994 "," 35,784 ",2085_SSP585
ZMB,Zambia,SSA,milk_loss," 6,141 ", 51 , 87 ," 2,496 ", 1 , 3 , 99 ," 1,749 "," 10,626 ",2085_SSP585
ZWE,Zimbabwe,SSA,milk_loss," 8,068 ",  , 17 ," 20,470 ", 54 ," 1,549 ", 769 ," 2,683 "," 33,608 ",2085_SSP585
